MIEJSCOWOŚĆ 	 WIELKOŚĆ 	 ODLEGŁOŚĆ DO MORZA 	 NAZWA 	 DATA 	 CENA ZA CAŁOŚĆ 	 CENA ZA DZIEŃ 	 NR TELEFONU 	 LINK 
Nowotki 	 0 	 2.82 km 	 Guesthouse Willa Do-Dar 	 17.08.2020 - 26.08.2020 	 € 958.90 	 106.54 	 --- 	 https://www.booking.com/hotel/pl/willa-do-dar.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=637525615_251010124_4_0_0%2C637525608_251010124_3_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=14&highlighted_blocks=637525615_251010124_4_0_0%2C637525608_251010124_3_0_0&hpos=14&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=637525615_251010124_4_0_0__176579%2C637525608_251010124_3_0_0__176579&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Vacation HomeZacisze, domek na wsi blisko Trójmiasta 	 17.08.2020 - 26.08.2020 	 Rp 10,381,148 	 1153460.89 	 --- 	 https://www.booking.com/hotel/pl/zacisze-wislinka1.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=656632701_269098021_7_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=30&highlighted_blocks=656632701_269098021_7_0_0&hpos=5&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=656632701_269098021_7_0_0__243000&srepoch=1596625760&srpvid=863e4e6fdf21006c&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Cichy Zakątek Junoszyno 	 17.08.2020 - 26.08.2020 	 € 509.53 	 56.61 	 --- 	 https://www.booking.com/hotel/pl/cichy-zakatek-junoszyno.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=538262004_236882593_5_0_0%2C538262006_236882593_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=17&highlighted_blocks=538262004_236882593_5_0_0%2C538262006_236882593_2_0_0&hpos=17&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=538262004_236882593_5_0_0__144000%2C538262006_236882593_2_0_0__72000&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Hostel Justhostel 	 17.08.2020 - 26.08.2020 	 THB 29,876.92 	 3319.66 	 --- 	 https://www.booking.com/hotel/pl/justhostel.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=27688208_266171700_0_0_0%2C27688202_266171700_0_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=39&highlighted_blocks=27688208_266171700_0_0_0%2C27688202_266171700_0_0_0&hpos=14&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=27688208_266171700_0_0_0__198000%2C27688202_266171700_0_0_0__162000&srepoch=1596625760&srpvid=863e4e6fdf21006c&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 ApartmentsApart Chopin 	 17.08.2020 - 26.08.2020 	 € 798.06 	 88.67 	 --- 	 https://www.booking.com/hotel/pl/apartamenty-chopin.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=350994902_137834835_2_0_0%2C350994902_137834835_2_0_0%2C350994902_137834835_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=44&highlighted_blocks=350994902_137834835_2_0_0%2C350994902_137834835_2_0_0%2C350994902_137834835_2_0_0&hpos=19&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=350994902_137834835_2_0_0__117000%2C350994902_137834835_2_0_0__117000%2C350994902_137834835_2_0_0__117000&srepoch=1596625760&srpvid=863e4e6fdf21006c&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Resort Village OW RELAX przy plaży 	 17.08.2020 - 26.08.2020 	 $1,010.33 	 112.26 	 --- 	 https://www.booking.com/hotel/pl/ow-relax-przy-plazy.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=262451803_114321874_0_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=16&highlighted_blocks=262451803_114321874_0_0_0&hpos=16&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=262451803_114321874_0_0_0__377999&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 ApartmentApartments Aura Gdańsk by Renters 	 17.08.2020 - 26.08.2020 	 THB 24,635.67 	 2737.30 	 --- 	 https://www.booking.com/hotel/pl/apartments-aura-gdansk.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=532453402_188174727_6_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=50&highlighted_blocks=532453402_188174727_6_0_0&hpos=25&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=532453402_188174727_6_0_0__296846&srepoch=1596625760&srpvid=863e4e6fdf21006c&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Campground Bursztynowy Las 	 17.08.2020 - 26.08.2020 	 € 611.56 	 67.95 	 --- 	 https://www.booking.com/hotel/pl/burszytnowy-las.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=643802704_264001996_2_0_0%2C643802704_264001996_2_0_0%2C643802704_264001996_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=32&highlighted_blocks=643802704_264001996_2_0_0%2C643802704_264001996_2_0_0%2C643802704_264001996_2_0_0&hpos=7&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=643802704_264001996_2_0_0__85500%2C643802704_264001996_2_0_0__85500%2C643802704_264001996_2_0_0__85500&srepoch=1596625760&srpvid=863e4e6fdf21006c&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Piaskowy 2 	 17.08.2020 - 26.08.2020 	 HK$ 7,457.30 	 828.59 	 --- 	 https://www.booking.com/hotel/pl/piaskowy-2.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=515375808_194595158_6_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=20&highlighted_blocks=515375808_194595158_6_0_0&hpos=20&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=515375808_194595158_6_0_0__359999&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Pokoje Gościnne Hala 	 17.08.2020 - 26.08.2020 	 THB 22,324.70 	 2480.52 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-hala.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=348088401_200076754_4_0_0%2C348088405_200076754_2_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=8&highlighted_blocks=348088401_200076754_4_0_0%2C348088405_200076754_2_0_0&hpos=8&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=348088401_200076754_4_0_0__152000%2C348088405_200076754_2_0_0__117000&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 Farm Stay Dom Wczasowy Janina 	 17.08.2020 - 26.08.2020 	 € 736.67 	 81.85 	 --- 	 https://www.booking.com/hotel/pl/dom-wczasowy-janina-mikoszewo.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=547733105_199485452_2_0_0%2C547733101_199485452_4_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=22&highlighted_blocks=547733105_199485452_2_0_0%2C547733101_199485452_4_0_0&hpos=22&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=547733105_199485452_2_0_0__107999%2C547733101_199485452_4_0_0__215999&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Nowotki 	 0 	 2.82 km 	 VillasWilla Ewa 	 17.08.2020 - 26.08.2020 	 THB 26,814.53 	 2979.39 	 --- 	 https://www.booking.com/hotel/pl/willa-ewa-jantar.html?label=gen173nr-1FCAEoggI46AdIM1gEaGKIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AramqvkFwAIB0gIkMmQ3MzdhYzItYTc5NC00ZmM5LTliMjgtOGE2MDgxMDZiM2Jl2AIF4AIB&sid=e372e43b93737326a0f47176d29e7928&age=15&age=15&all_sr_blocks=489309818_167585722_3_0_0%2C489309816_167585722_3_0_0&checkin=2020-08-16&checkout=2020-08-25&group_adults=4&group_children=2&hapos=19&highlighted_blocks=489309818_167585722_3_0_0%2C489309816_167585722_3_0_0&hpos=19&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=distance_from_search&sr_pri_blocks=489309818_167585722_3_0_0__161100%2C489309816_167585722_3_0_0__162000&srepoch=1596625756&srpvid=9c394e6dd53800c5&ucfs=1&from=searchresults#hotelTmpl 
Osieki 	 0 	 4.86 km 	 Hostel Hostel Dworek Osiecki KORAL 	 17.08.2020 - 26.08.2020 	 € 859.45 	 95.49 	 --- 	 https://www.booking.com/hotel/pl/hostel-dworek-osiecki-koral.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AvjFqvkFwAIB0gIkYmY1N2JhMDctMjMxOC00ZTIwLWJiMmMtYWMxMDZmZmM1ODVj2AIF4AIB&sid=412a44557fb9164a79a6915dce041c09&age=15&age=15&all_sr_blocks=246996602_103679830_3_1_0%2C246996602_103679830_3_1_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520228&dest_type=city&group_adults=4&group_children=2&hapos=1&highlighted_blocks=246996602_103679830_3_1_0%2C246996602_103679830_3_1_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=246996602_103679830_3_1_0__188999%2C246996602_103679830_3_1_0__188999&srepoch=1596629787&srpvid=24cd564da8240223&ucfs=1&from=searchresults#hotelTmpl 
Ostrowo 	 0 	 0.74 km 	 ApartmentsASIA- Pokoje Gościnne i Studia 	 17.08.2020 - 26.08.2020 	 HK$ 5,965.84 	 662.87 	 --- 	 https://www.booking.com/hotel/pl/asia-pokoje-goscinne-i-studia.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuzIqvkFwAIB0gIkYjAwZmExOGItNDQzZi00OWU2LWIxZmUtMTA3NGJmZTVmYjRm2AIF4AIB&sid=1db6cbd99ba0d6b3fbc7f3fbf78a40a0&age=15&age=15&all_sr_blocks=649974611_269309514_4_0_0%2C649974606_269309514_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520596&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=1&highlighted_blocks=649974611_269309514_4_0_0%2C649974606_269309514_2_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=649974611_269309514_4_0_0__187199%2C649974606_269309514_2_0_0__111599&srepoch=1596630177&srpvid=93845710a9fa0104&ucfs=1&from=searchresults#hotelTmpl 
Ostrowo 	 0 	 0.74 km 	 DW MARYLA bis 	 17.08.2020 - 26.08.2020 	 € 810.34 	 90.04 	 --- 	 https://www.booking.com/hotel/pl/dw-maryla-bis.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuzIqvkFwAIB0gIkYjAwZmExOGItNDQzZi00OWU2LWIxZmUtMTA3NGJmZTVmYjRm2AIF4AIB&sid=1db6cbd99ba0d6b3fbc7f3fbf78a40a0&age=15&age=15&all_sr_blocks=213827811_158879738_3_0_0%2C213827801_158879738_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520596&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=2&highlighted_blocks=213827811_158879738_3_0_0%2C213827801_158879738_3_0_0&hpos=2&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=213827811_158879738_3_0_0__167400%2C213827801_158879738_3_0_0__189000&srepoch=1596630177&srpvid=93845710a9fa0104&ucfs=1&from=searchresults#hotelTmpl 
Ostrowo 	 0 	 0.74 km 	 Pokoje Gościnne Jolanta 	 17.08.2020 - 26.08.2020 	 THB 22,706.46 	 2522.94 	 --- 	 https://www.booking.com/hotel/pl/pokoje-goscinne-jolanta-ostrowo.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuzIqvkFwAIB0gIkYjAwZmExOGItNDQzZi00OWU2LWIxZmUtMTA3NGJmZTVmYjRm2AIF4AIB&sid=1db6cbd99ba0d6b3fbc7f3fbf78a40a0&age=15&age=15&all_sr_blocks=168622404_206207644_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520596&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=6&highlighted_blocks=168622404_206207644_6_0_0&hpos=6&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=168622404_206207644_6_0_0__281700&srepoch=1596630177&srpvid=93845710a9fa0104&ucfs=1&from=searchresults#hotelTmpl 
Ostrowo 	 0 	 0.74 km 	 Guesthouse Pensjonat Klaudia 	 17.08.2020 - 26.08.2020 	 € 619.35 	 68.82 	 --- 	 https://www.booking.com/hotel/pl/pensjonat-klaudia.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuzIqvkFwAIB0gIkYjAwZmExOGItNDQzZi00OWU2LWIxZmUtMTA3NGJmZTVmYjRm2AIF4AIB&sid=1db6cbd99ba0d6b3fbc7f3fbf78a40a0&age=15&age=15&all_sr_blocks=645406112_265233320_3_0_0%2C645406106_265233320_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520596&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=7&highlighted_blocks=645406112_265233320_3_0_0%2C645406106_265233320_3_0_0&hpos=7&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=645406112_265233320_3_0_0__135000%2C645406106_265233320_3_0_0__137400&srepoch=1596630177&srpvid=93845710a9fa0104&ucfs=1&from=searchresults#hotelTmpl 
Ostrowo 	 0 	 0.74 km 	 Relax 	 17.08.2020 - 26.08.2020 	 € 506.21 	 56.25 	 --- 	 https://www.booking.com/hotel/pl/relax-ostrowo.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuzIqvkFwAIB0gIkYjAwZmExOGItNDQzZi00OWU2LWIxZmUtMTA3NGJmZTVmYjRm2AIF4AIB&sid=1db6cbd99ba0d6b3fbc7f3fbf78a40a0&age=15&age=15&all_sr_blocks=518991808_181163837_3_0_0%2C518991806_181163837_3_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520596&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=3&highlighted_blocks=518991808_181163837_3_0_0%2C518991806_181163837_3_0_0&hpos=3&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=518991808_181163837_3_0_0__107320%2C518991806_181163837_3_0_0__115320&srepoch=1596630177&srpvid=93845710a9fa0104&ucfs=1&from=searchresults#hotelTmpl 
Ostrowo 	 0 	 0.74 km 	 Pokoje gościnne Danuta 	 17.08.2020 - 26.08.2020 	 THB 22,947.13 	 2549.68 	 --- 	 https://www.booking.com/hotel/pl/danuta-milosz-kwatery-prywatne.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuzIqvkFwAIB0gIkYjAwZmExOGItNDQzZi00OWU2LWIxZmUtMTA3NGJmZTVmYjRm2AIF4AIB&sid=1db6cbd99ba0d6b3fbc7f3fbf78a40a0&age=15&age=15&all_sr_blocks=365708102_119190571_4_0_0%2C365708101_119190571_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520596&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=4&group_children=2&hapos=5&highlighted_blocks=365708102_119190571_4_0_0%2C365708101_119190571_2_0_0&hpos=5&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=365708102_119190571_4_0_0__155319%2C365708101_119190571_2_0_0__127659&srepoch=1596630177&srpvid=93845710a9fa0104&ucfs=1&from=searchresults#hotelTmpl 
Osłonino 	 350 	 1.24 km 	 Pensjonat ANNA 	 17.08.2020 - 26.08.2020 	 € 884.46 	 98.27 	 --- 	 https://www.booking.com/hotel/pl/pensjonat-anna-oslonino1.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4ApzMqvkFwAIB0gIkNThkNzJiZmYtNzA0NS00ZWM2LWIzOTMtNDA2NGViZDFiYWE12AIF4AIB&sid=2adcd418487d36bef704fa51048df2b4&age=15&age=15&all_sr_blocks=460970203_260460236_0_0_0%2C460970201_260460236_0_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-520307&dest_type=city&group_adults=4&group_children=2&hapos=1&highlighted_blocks=460970203_260460236_0_0_0%2C460970201_260460236_0_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=460970203_260460236_0_0_0__194500%2C460970201_260460236_0_0_0__194500&srepoch=1596630583&srpvid=160057dbecd301d2&ucfs=1&from=searchresults#hotelTmpl 
Parchowo 	 1019 	 3.04 km 	 Resort Dal Sol Ośrodek Wypoczynkowy nad Jeziorem Mausz 	 17.08.2020 - 26.08.2020 	 HK$ 7,830.16 	 870.02 	 --- 	 https://www.booking.com/hotel/pl/dal-sol-osrodek-wypoczynkowy.html?label=gen173nr-1FCAEoggI46AdIM1gEaDuIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AorPqvkFwAIB0gIkZDgxYTNhZGYtNjQ1Ny00ZWQxLTlmMzgtOWQ2MmM2OGMxMjkw2AIF4AIB&sid=617638cfb1666128a92b75a5b24205ac&age=15&age=15&all_sr_blocks=651977604_266174826_4_34_0%2C651977602_269891181_2_34_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-521026&dest_type=city&group_adults=4&group_children=2&hapos=1&highlighted_blocks=651977604_266174826_4_34_0%2C651977602_269891181_2_34_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=651977604_266174826_4_34_0__234000%2C651977602_269891181_2_34_0__144000&srepoch=1596630948&srpvid=cdb2589257a500b5&ucfs=1&from=searchresults#hotelTmpl 
Piechowice 	 0 	 4.99 km 	 Guesthouse ZIELONE WZGÓRZE 	 17.08.2020 - 26.08.2020 	 € 670.37 	 74.49 	 --- 	 https://www.booking.com/hotel/pl/zielone-wzgorze-piechowice.html?label=gen173nr-1FCAEoggI46AdIM1gEaEiIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AvjSqvkFwAIB0gIkZTQwNWIyNmMtOWZkMS00Y2I2LTgzYmEtZThhMDI2OTFlOTdj2AIF4AIB&sid=0dcbf5adb0ccbf79cdb3998ba0d2281c&age=15&age=15&all_sr_blocks=526257212_272027679_4_0_0%2C526257218_272027679_2_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-521620&dest_type=city&group_adults=4&group_children=2&hapos=1&highlighted_blocks=526257212_272027679_4_0_0%2C526257218_272027679_2_0_0&hpos=1&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=526257212_272027679_4_0_0__187560%2C526257218_272027679_2_0_0__107280&srepoch=1596631448&srpvid=ed1f598bd1ef0007&ucfs=1&from=searchresults#hotelTmpl 
Piechowice 	 0 	 4.99 km 	 Hostel Szkolne Schronisko Młodzieżowe PLUM 	 17.08.2020 - 26.08.2020 	 THB 19,420 	 2157.78 	 --- 	 https://www.booking.com/hotel/pl/szkolne-schronisko-mlodziezowe-plum.html?label=gen173nr-1FCAEoggI46AdIM1gEaEiIAQGYATG4ARjIAQzYAQHoAQH4AQKIAgGoAgS4AvjSqvkFwAIB0gIkZTQwNWIyNmMtOWZkMS00Y2I2LTgzYmEtZThhMDI2OTFlOTdj2AIF4AIB&sid=0dcbf5adb0ccbf79cdb3998ba0d2281c&age=15&age=15&all_sr_blocks=617144001_241082882_6_0_0&checkin=2020-08-17&checkout=2020-08-26&dest_id=-521620&dest_type=city&group_adults=4&group_children=2&hapos=3&highlighted_blocks=617144001_241082882_6_0_0&hpos=3&nflt=pri%3D1%3Boos%3D1%3B&no_rooms=1&req_adults=4&req_age=15&req_age=15&req_children=2&room1=A%2CA%2CA%2CA%2C10%2C15&sr_order=popularity&sr_pri_blocks=617144001_241082882_6_0_0__234000&srepoch=1596631448&srpvid=ed1f598bd1ef0007&ucfs=1&from=searchresults#hotelTmpl 
